,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
4824,1849,,,,1858,,,,,Poodle Poodle Parian porcelain,Parian porcelain,https://images.metmuseum.org/CRDImages/ad/original/ADA4539.jpg,United States Pottery Company,1852–58,,,,
4825,1849,,,,1858,,,,,Standing poodle Figure Parian porcelain,Parian porcelain,https://images.metmuseum.org/CRDImages/ad/original/DP207933.jpg,United States Pottery Company,1852–58,,,,
4828,1531,,,,1576,,,,,"Jupiter, Neptune and Pluto dividing the universe, from ""Division of the Universe"" Print Engraving",Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP812462.jpg,Giulio Bonasone,"Italian, active Rome and Bologna, 1531–after 1576",,,,
4830,1807,,,,1807,,,,,"Christopher Crabtree in the Suds: ""Dear, dear what can the matter be"" Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP885269.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4831,1807,,,,1807,,,,,"Frontispiece to ""The Humours of Oxford"" Print Engraving",Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP825154.jpg,William Hogarth,"British, London 1697–1764 London",,,,
4832,1547,,,,1547,,,,,"Young Man Hunting a Wild Boar, from ""Three Prints on Hunting and Fishing"" Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP855059.jpg,Léon Davent,"French, active 1540–56",,,,
4833,1862,,,,1862,,,,,"Ovid among the Scythians Painting Oil on paper, laid down on wood","Oil on paper, laid down on wood",https://images.metmuseum.org/CRDImages/ep/original/DP159761.jpg,Eugène Delacroix,"French, Charenton-Saint-Maurice 1798–1863 Paris",,,,
4834,1784,,,,1784,,,,,The Westminster Watchman Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP871742.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4835,1807,,,,1807,,,,,Bartholomew Fair Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873833.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4836,1816,,,,1816,,,,,"Plate 16, from ""World in Miniature"" Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884051.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4837,1816,,,,1816,,,,,"Plate 2, from ""World in Miniature"" Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884037.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4838,1799,,,,1799,,,,,Waddling In! Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP881096.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4840,1715,,,,1777,,,,,"The Departure of Sancho Panza for the Island of Barataria Drawing Pen and brown ink, brush and pale brown wash, over black chalk","Pen and brown ink, brush and pale brown wash, over black chalk",https://images.metmuseum.org/CRDImages/dp/original/DP807795.jpg,Charles Joseph Natoire,"French, Nîmes 1700–1777 Castel Gandolfo",,,,
4841,1600,,,,1662,,,,,"Diana and her Nymphs Tapestry Wool, silk, silver-gilt thread (22-23 warps per inch, 8-9 per cm.)","Wool, silk, silver-gilt thread (22-23 warps per inch, 8-9 per cm.)",https://images.metmuseum.org/CRDImages/es/original/DT209053.jpg,Laurent de La Hyre,"French, Paris 1606–1656 Paris",,,,
4843,1775,,,,1775,,,,,A Society of Patriotic Ladies at Edenton in North Carolina Print Mezzotint,Mezzotint,https://images.metmuseum.org/CRDImages/dp/original/DP827939.jpg,Philip Dawe,"British, 1745?–?1809",,,,
4844,1748,,,,1748,,,,,Classical Landscape with Gypsies Painting Oil on canvas,Oil on canvas,https://images.metmuseum.org/CRDImages/es/original/DP169632.jpg,John Wootton,"British, Snitterfield, Warwickshire 1681/82–1764 London",,,,
4847,1861,,,,1861,,,,,"Execution of Mary, Queen of Scots, from ""Illustrated London News"" Print Wood engraving",Wood engraving,https://images.metmuseum.org/CRDImages/dp/original/DP890157.jpg,William Luson Thomas,"British, London 1830–1900 Chertsey, Surrey",,,,
4848,1785,,,,1785,,,,,Wet Parsons Print Etching with aquatint,Etching with aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP871720.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4849,1787,,,,1787,,,,,"Smithfield Sharpers, or the Countryman Defrauded Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP221764.jpg,John Keyse Sherwin,"British, East Dean, Sussex 1751–1790 London",,,,
4850,1814,,,,1814,,,,,"The Honey Moon (The English Dance of Death, plate 13) Print Etching and aquatint with watercolor",Etching and aquatint with watercolor,https://images.metmuseum.org/CRDImages/dp/original/DP221761.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4851,1814,,,,1814,,,,,"The Sot (The English Dance of Death, plate 12) Print Etching and aquatint with watercolor",Etching and aquatint with watercolor,https://images.metmuseum.org/CRDImages/dp/original/DP223708.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4852,1785,,,,1785,,,,,The Parachute or a Sage Lady's Second Experiment Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP871857.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4853,1814,,,,1814,,,,,"Coming in at the Death of the Corsican Fox, Scene the Last Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884004.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4854,1807,,,,1807,,,,,Miseries of London: Going Out to Dinner Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP873894.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4855,1807,,,,1807,,,,,Miseries of London: Going out to Dinner Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873891.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4856,1808,,,,1808,,,,,Horrid Visions of Nappy Napp'd at Last Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873955.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4857,1808,,,,1808,,,,,The Corsican Tiger at Bay! Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873913.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4858,1807,,,,1807,,,,,Miseries of Travelling: the Overloaded Coach Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873895.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4859,1843,,,,1843,,,,,"Mary R. Whitlock Painting, miniature Watercolor on ivory",Watercolor on ivory,https://images.metmuseum.org/CRDImages/ad/original/SFsf67259.JPG,Aramenta Dianthe Vail,1820–1888,,,,
4860,1834,,,,1840,,,,,"Watson Van Benthuysen II and Thomas Van Benthuysen Painting, miniature Watercolor on ivory",Watercolor on ivory,https://images.metmuseum.org/CRDImages/ad/original/DP168881.jpg,Aramenta Dianthe Vail,1820–1888,,,,
4861,1807,,,,1807,,,,,Wapping Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873886.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4862,1807,,,,1807,,,,,Abroad and At Home Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP873822.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4863,1807,,,,1807,,,,,The Rivals Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873887.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4864,1807,,,,1807,,,,,The Rivals Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873845.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4865,1807,,,,1807,,,,,Miseries Personal Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP873884.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4866,1807,,,,1807,,,,,"At Home and Abroad, Abroad and At Home Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873823.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4867,1808,,,,1808,,,,,The Art of Ingeniously Tormenting Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873900.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4868,1808,,,,1808,,,,,"The Political Butcher, or Spain Cutting Up Buonaparte For The Benefit Of Her Neighbours Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP873958.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4869,1792,,,,1792,,,,,"Tom Jones & the Landlord, Partridge & Susan, Mrs Waters & the Landlady, from ""The History of Tom Jones, a Foundling"" Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP872043.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4870,1792,,,,1792,,,,,"Young Adams Catechised by Parson Adams, from ""The Adventures of Joseph Andrews, and his friend Mr. Abraham Adams"" Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP872053.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4871,1792,,,,1792,,,,,"Tom Jones Refused Admittance by the Nobleman's Porter, from ""The History of Tom Jones, a Foundling"" Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP872045.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4872,1784,,,,1784,,,,,"Brewers Drays, from A New Book of Horses and Carriages Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP871936.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4873,1792,,,,1792,,,,,"Parson Adams Engaged In A Perilous Hunting Adventure, from ""The Adventures of Joseph Andrews, and his friend Mr. Abraham Adams"" Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP872049.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4874,1790,,,,1790,,,,,"With Anger Foaming..., from Benevolent Epistle Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP872020.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4875,1791,,,,1791,,,,,"Plate 11, Outlines of Figures, Landscapes and Cattle...for the Use of Learners Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872102.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4876,1789,,,,1789,,,,,A Brace of Blackguards Print Etching and aquatint,Etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP871990.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4877,1812,,,,1812,,,,,"Sportsman's Hall, or Fox-Hunters Relaxing Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872032.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4878,1790,,,,1790,,,,,The Steine (An Excursion to Brighthelmstone) Print Etching and aquatint,Etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872025.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4879,1806,,,,1806,,,,,"Sportsman's Hall, or Fox-Hunters Relaxing Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872027.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4880,1789,,,,1789,,,,,"The Cart Horse (from The Life of a Racehourse, or The High-Mettled Racer) Print Hand-colored etching and aquatint",Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872008.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4881,1790,,,,1790,,,,,Airing a Shift Print Stippled etching,Stippled etching,https://images.metmuseum.org/CRDImages/dp/original/DP872035.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4882,1812,,,,1812,,,,,"Sportsman's Hall, or Fox-Hunters Relaxing Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP872026.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4883,1792,,,,1792,,,,,Benevolence Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872068.jpg,Samuel Alken,"British, London 1756–1815 London",,,,
4884,1791,,,,1791,,,,,Returning from the Races Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872074.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4885,1794,,,,1794,,,,,An Old Maid In Search of a Flea Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872133.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4886,1791,,,,1791,,,,,Selling a Horse Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP872072.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4887,1792,,,,1792,,,,,Benevolence Print Etching and aquatint,Etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872082.jpg,Samuel Alken,"British, London 1756–1815 London",,,,
4888,1791,,,,1791,,,,,Returning from the Races Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872067.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4889,1796,,,,1796,,,,,The Detection Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872669.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4890,1798,,,,1798,,,,,"Comforts of Bath, Plate 4 Print Hand-colored etching and aquatint",Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872148.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4891,1793,,,,1793,,,,,"Humphry Clinker Smashing a Dish at Dinner..., an illustration from Tobias Smollett's ""The Expedition of Humphry Clinker"" (London, 1793), Vol. 1 Print Etching and engraving",Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP872117.jpg,"Charles Grignion, I","British, London baptised 1721–1810 London",,,,
4892,1793,,,,1793,,,,,"Lismahago Outside The Inn at Durham, an illustration from Tobias Smollett's ""The Expedition of Humphry Clinker"" (London, 1793), Vol. 1 Print Etching and engraving",Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP872121.jpg,"Charles Grignion, I","British, London baptised 1721–1810 London",,,,
4893,1799,,,,1799,,,,,"Cries of London, No. 4: Do You Want Any Brickdust? Print Hand-colored etching and aquatint",Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872199.jpg,Henri Merke,"Swiss, Niederweningen, canton Zürich ca. 1760–after 1820",,,,
4894,1798,,,,1798,,,,,"Private Drilling, No 5 Print Etching and aquatint",Etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872183.jpg,Heinrich Joseph Schütz,"German, Frankfurt 1760–1822 Frankfurt",,,,
4895,1798,,,,1798,,,,,Between Heats [The Course] Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872675.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4896,1798,,,,1798,,,,,The Miller's Love Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872672.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4897,1799,,,,1799,,,,,"Cries of London: No.1: Buy a Trap, a Rat-Trap Print Hand-colored etching and aquatint",Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872196.jpg,Henri Merke,"Swiss, Niederweningen, canton Zürich ca. 1760–after 1820",,,,
4898,1799,,,,1799,,,,,"Cries of London, No. 3: Last Dying Speech and Confession Print Hand-colored etching and aquatint",Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP872198.jpg,Henri Merke,"Swiss, Niederweningen, canton Zürich ca. 1760–after 1820",,,,
4899,1815,,,,1815,,,,,A Rare Acquisition to the Royal Menagerie Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP884215.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4900,1785,,,,1785,,,,,The Bum Shop Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP880228.jpg,R. Rushworth,"British, active 1785–86",,,,
4901,1791,,,,1791,,,,,French Barracks Print Hand-colored etching and aquatint,Hand-colored etching and aquatint,https://images.metmuseum.org/CRDImages/dp/original/DP808691.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4902,1799,,,,1799,,,,,"London Outrider, or Brother Saddlebag Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872764.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
4903,1799,,,,1799,,,,,Attorney Print Hand-colored etching,Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP872763.jpg,Thomas Rowlandson,"British, London 1757–1827 London",,,,
